scout,match,robot,team,start_pos,auto_type,auto_bump,auto_climb,auto_cycles,teleop_trench,teleop_bump,num_cycles,num_cycles_tenths,endgame_climb,climb_less_than_5,inactive_strat,driver_rating,problems,card,comments
SBS,279,B3,3544,NA,5,FALSE,FALSE,5,12,0,1,0,No,FALSE,13,1,NA,No Card,Lots of passing and something was wrong with shooting but general poor driving
AZ,279,R1,4322,C,5,FALSE,FALSE,13,3,7,5,4,No,FALSE,13,5,NA,No Card,Good but low bps
HR,279,R2,6911,F,3,FALSE,FALSE,10,10,0,4,7,No,FALSE,16,3,NA,No Card,Kinda mid
CR,279,R3,5577,M,NA,FALSE,FALSE,2,9,0,3,0,No,FALSE,123,4,NA,No Card,Repeatedly got stuck on trench
AD,280,B1,5705,C,NA,FALSE,FALSE,0,8,0,0,0,No,FALSE,542,3,NA,No Card,"Intake broken, did not shoot"
AW,280,B2,3501,M,4,TRUE,FALSE,10,0,6,4,0,No,FALSE,16,3,3,No Card,Didn41391t move for the first ~30 seconds in teleop
SBS,280,B3,1023,M,5,FALSE,FALSE,9,6,4,7,2,No,FALSE,16,5,NA,No Card,OoO
AZ,280,R1,6429,M,NA,FALSE,FALSE,0,5,1,1,5,No,FALSE,5,1,NA,No Card,Missed the bump bad driving also blocked own teammate41391s
HR,280,R2,5653,F,3,FALSE,FALSE,10,10,0,6,0,No,FALSE,63,2,NA,No Card,NA
CR,280,R3,1756,C,5,FALSE,FALSE,15,6,7,5,0,No,FALSE,31,1,1,No Card,Died during endgame
AD,281,B1,11417,M,NA,FALSE,FALSE,0,3,1,0,3,No,FALSE,14,2,NA,No Card,Kitbot
AW,281,B2,16,F,5,FALSE,FALSE,0,2,5,3,0,No,FALSE,26,3,7,No Card,Slowwwww shooter
SBS,281,B3,614,C,4,TRUE,FALSE,10,0,8,4,0,No,FALSE,3,3,NA,No Card,NA
AZ,281,R1,2556,F,3,FALSE,FALSE,10,10,0,3,6,No,FALSE,63,3,NA,No Card,Fixed. shooter so driving has issues bc shooteris fixed
HR,281,R2,8069,M,NA,FALSE,FALSE,2,7,2,0,4,No,FALSE,426,2,NA,No Card,Their index prolly broke and their auto wiggles the robot a little
CR,281,R3,3243,C,5,FALSE,FALSE,6,8,1,3,0,No,FALSE,6,3,NA,No Card,"Their swerve broke partway through, but fixed itself 30s later"
AD,282,B1,9496,C,34,TRUE,FALSE,15,8,4,7,4,No,FALSE,16,4,NA,No Card,"Broke intake slamming into hub, quickly fixed"
AW,282,B2,6985,F,6,TRUE,FALSE,8,0,12,1,5,No,FALSE,4,4,NA,No Card,Played a lot of pretty solid defense
SBS,282,B3,8119,M,NA,FALSE,FALSE,1,4,6,4,6,No,FALSE,1346,4,NA,No Card,Qwertyuiop
HR,282,R2,4450,C,5,FALSE,FALSE,10,4,2,3,4,No,FALSE,16,3,NA,No Card,They were defended
CR,282,R3,6528,M,1,FALSE,FALSE,5,10,0,3,0,No,FALSE,6,4,NA,No Card,N/A
JJ,283,B1,5895,F,65,TRUE,FALSE,13,0,0,3,5,No,FALSE,16,2,NA,No Card,Really bad indexing
CC,283,B2,3082,M,NA,FALSE,FALSE,0,2,0,0,0,No,FALSE,3,1,1,No Card,Ded
FL,283,B3,1816,C,3,FALSE,FALSE,9,10,0,2,4,No,FALSE,36,3,NA,No Card,NA
MF,283,R1,2231,F,3,TRUE,FALSE,10,2,4,8,3,No,FALSE,16,3,NA,No Card,NA
HR,283,R2,2054,M,1,FALSE,FALSE,5,0,10,0,0,No,FALSE,13,3,NA,No Card,"Slow bump, passed the entire time from both the neutral and opposite alliance zone"
JJ,284,B1,1391,M,1,FALSE,FALSE,5,8,3,5,4,No,FALSE,16,3,NA,No Card,Performed decently against defense
CC,284,B2,364,F,5,FALSE,FALSE,14,5,1,4,0,No,FALSE,61,3,NA,No Card,Fish
FL,284,B3,1506,C,3,TRUE,FALSE,12,7,5,6,7,No,FALSE,163,5,NA,No Card,Super Good but small hopper makes them run many cycles
AD,284,R1,4020,C,52,FALSE,FALSE,10,9,3,7,7,No,FALSE,16,3,NA,No Card,uwu
CR,284,R2,1403,F,3,FALSE,FALSE,15,5,2,4,0,No,FALSE,61,4,NA,No Card,Hopper was decapitated during shift 3
Rs,284,R3,2635,M,NA,FALSE,FALSE,2,0,3,0,0,No,FALSE,4,2,2,No Card,Hub auto. 1 tower foul while defending.
JJ,285,B1,7769,F,56,TRUE,FALSE,14,8,2,6,9,No,FALSE,16,3,6,No Card,CA1 ggs
FL,285,B3,3937,M,1,FALSE,FALSE,8,10,0,4,4,No,FALSE,634,4,NA,No Card,I kinda lost its position multiple times mb
AD,285,R1,11242,M,NA,FALSE,FALSE,0,0,4,0,0,No,FALSE,4,2,NA,No Card,Climbed in auto
CR,285,R2,51,F,3,FALSE,FALSE,5,7,0,6,0,No,FALSE,163,1,NA,No Card,They don41391t seem to be able to shoot on move while intaking
Rs,285,R3,2491,C,6,TRUE,FALSE,13,0,9,5,2,No,FALSE,3,4,NA,No Card,NA
JJ,286,B1,2393,C,34,TRUE,FALSE,10,5,1,2,8,No,FALSE,NA,2,6,No Card,accuracy affected by browniuts
CC,286,B2,7840,M,NA,FALSE,FALSE,0,0,4,4,0,No,FALSE,2,3,NA,No Card,Fish
Rs,286,B3,6487,F,56,TRUE,FALSE,1,6,3,3,5,No,FALSE,1,4,NA,No Card,Intake didn41391t deploy during auto. Got defended hard.
AD,286,R1,6665,M,NA,FALSE,FALSE,0,3,0,0,0,No,FALSE,4,4,NA,No Card,"Really good defense, did not intake or shoot"
CR,286,R2,4469,F,3,FALSE,FALSE,10,4,10,5,7,No,FALSE,6134,2,NA,No Card,N/A
BP2,286,R3,1533,C,NA,FALSE,FALSE,0,12,0,0,0,No,FALSE,2,2,NA,No Card,Didn41391t shoot at all no auto and just bulldoze entire time can41391t get over bump easily
JB,287,B1,11244,M,2,FALSE,FALSE,7,2,7,0,0,No,FALSE,4,2,1,No Card,Shooter broke like first thing
BP2,287,B2,9572,F,5,FALSE,FALSE,10,3,2,2,7,No,FALSE,16,2,NA,No Card,Fish
Rs,287,B3,3931,C,34,TRUE,FALSE,9,0,2,4,1,No,FALSE,13,3,2,No Card,Auto got stuck on trench
AD,287,R1,6201,M,1,FALSE,FALSE,6,2,0,0,0,No,FALSE,4,3,NA,No Card,Climbed in auto
CR,287,R2,4125,F,3,FALSE,FALSE,5,9,3,3,0,No,FALSE,31,4,NA,No Card,Intake seemed to have broken during endgame
FL,287,R3,10991,C,5,FALSE,FALSE,4,6,0,1,5,No,FALSE,6,3,1,No Card,Died after halfway
LJ,288,B1,5577,F,5,FALSE,FALSE,1,8,0,2,4,No,FALSE,2361,3,NA,No Card,"Hood of shooter. clips trench. Very slow shooter from mid far range.Lots of fuel stockpiling, maybe had. anoutpost auto but didn41391t collect any balls."
BP2,288,B2,11214,M,NA,FALSE,FALSE,0,6,0,1,3,No,FALSE,2,1,NA,No Card,Not fish
Rs,288,B3,4087,C,3,FALSE,FALSE,0,5,1,1,4,No,FALSE,4,3,NA,No Card,Two tower fouls. Mostly def.
AD,288,R1,449,F,34,TRUE,FALSE,20,8,2,2,0,No,FALSE,61,4,NA,No Card,"Ball got stuck, cooked shooter and hopper"
CR,288,R2,7915,C,56,TRUE,FALSE,4,7,3,5,0,No,FALSE,61,3,NA,No Card,Beached during auto
FL,288,R3,8858,M,12,FALSE,FALSE,9,10,1,5,6,No,FALSE,316,4,NA,No Card,Pretty good
Rs,289,B3,484,F,5,FALSE,FALSE,0,4,2,4,2,No,FALSE,13,4,NA,No Card,Auto collision with partner.
AD,289,R1,4322,F,5,FALSE,FALSE,12,14,2,5,0,No,FALSE,316,3,1,No Card,"Died mid match, can back to life partway through"
FL,289,R3,3544,C,5,FALSE,FALSE,0,4,0,0,0,No,FALSE,1,2,1,No Card,Shooter not facing right on auto and died after collison woke up and just passed
JB,290,B1,7183,M,NA,FALSE,FALSE,2,9,1,5,8,No,FALSE,34,4,NA,No Card,NA
ADK,290,B2,2468,F,56,TRUE,FALSE,4,2,5,7,6,No,FALSE,NA,3,NA,No Card,NA
ADK,290,B3,2590,C,34,TRUE,FALSE,20,0,6,3,4,No,FALSE,16,3,NA,No Card,NA
Rs,290,R1,8229,C,56,TRUE,FALSE,6,6,7,5,0,No,FALSE,13,4,NA,No Card,Mid accuracy
LJ,290,R2,931,M,NA,FALSE,FALSE,1,0,2,0,0,No,FALSE,42,2,NA,No Card,"Fast auto climb and fairly fast dismount. Intake didn41391t deploy until 50 seconds left and it was quickly retracted. Spent a lot of time meandering in NZ, had an ok block to slightly slow opponent returning to OZ and herded a little under the trench"
FL,290,R3,1690,F,3,TRUE,FALSE,19,9,6,8,2,No,FALSE,136,5,NA,No Card,Y41391all I really don41391t know how to count orbit shots but I hope this was close
JB,291,B1,10980,C,3,TRUE,FALSE,0,2,4,5,7,No,FALSE,16,3,NA,No Card,"Didn41391t do a ton during. inactive,but did some passing"
ADK,291,B2,7415,M,4,FALSE,FALSE,13,0,10,4,6,No,FALSE,NA,2,NA,No Card,NA
ADK,291,B3,5913,F,56,TRUE,FALSE,18,6,4,1,0,No,FALSE,4216,4,NA,No Card,I think the shooter broke during a collision bc after that they stopped shooting and started feeding hp
Rs,291,R1,7415,NA,6,FALSE,FALSE,10,0,10,4,0,No,FALSE,3,3,NA,No Card,Bes||no
LJ,291,R2,6911,M,1,FALSE,FALSE,1,10,0,3,2,No,FALSE,316,3,NA,No Card,"Fairly fast pass. on the move, many passes were blocked by the hub net.Very minimal SOTM, liked sittting in DS corner and between depot and tower and just unloading that fuel cache from afar. Was blocked solidly by 5813 from leaving AZ once"
GK,291,R3,8159,NA,3,FALSE,FALSE,13,1,1,3,4,No,FALSE,1,3,NA,No Card,NA
JB,292,B1,10034,M,1,FALSE,FALSE,4,0,6,4,6,No,FALSE,1,3,NA,No Card,Passing was pretty good but their movements were low-key slow
ADK,292,B2,1506,M,5,FALSE,FALSE,10,4,5,5,5,No,FALSE,NA,1,42,No Card,Decent passing
ADK,292,B3,16,F,NA,FALSE,FALSE,0,4,6,3,0,No,FALSE,62,3,27,No Card,NA
BP2,292,R1,1506,C,3,FALSE,FALSE,10,2,5,4,0,No,FALSE,NA,2,NA,No Card,Fish
LJ,292,R2,2813,F,3,TRUE,FALSE,19,12,10,6,1,No,FALSE,316,5,NA,No Card,Very aggressive consistent. cycler during active. Net extends like 3 ball.  above hopper wh. n full. Shotfrom midrange andcouldpass from edge of NZ
KO,292,R3,4766,C,6,TRUE,FALSE,0,7,2,1,0,No,FALSE,NA,2,NA,No Card,"Played defense, they have a climber but they didn41391t extend it properly"
JB,293,B1,5653,F,5,FALSE,FALSE,1,4,3,4,7,No,FALSE,3,3,1,No Card,Reconnected after like 40 seconds
AW,293,B2,5895,C,34,TRUE,FALSE,6,4,8,5,0,No,FALSE,16,4,NA,No Card,Shooting while moving accuracy is iffy
AD,293,B3,1403,M,34,FALSE,FALSE,13,11,3,6,0,No,FALSE,126,4,NA,No Card,(o v o)
BP2,293,R1,5895,C,3,FALSE,FALSE,2,5,5,0,0,No,FALSE,136,3,NA,No Card,Fish
LJ,293,R2,8069,M,NA,FALSE,FALSE,1,0,3,0,8,No,FALSE,NA,1,1,No Card,Died after going over bump for the third time with about 1:50 left.
KO,293,R3,3937,C,56,TRUE,FALSE,9,6,5,5,3,No,FALSE,14,3,NA,No Card,NA
JB,294,B1,6985,C,4,TRUE,FALSE,5,0,8,3,8,No,FALSE,4,3,NA,No Card,Played defense but defense was kind bad
ADK,294,B2,1533,C,1,FALSE,FALSE,7,2,2,0,3,No,FALSE,15,2,NA,No Card,Jammed early on and didn41391t provide much support after
AD,294,B3,2054,F,6,TRUE,FALSE,10,0,6,5,1,No,FALSE,16,3,NA,No Card,NA
BP2,294,R1,4020,F,34,TRUE,FALSE,20,8,0,3,2,No,FALSE,NA,1,NA,No Card,Fish
LJ,294,R2,1756,M,41,FALSE,FALSE,2,6,10,4,4,No,FALSE,136,4,NA,No Card,"Full field passing, robot clipped blue trench once but forced way through. Pass on the move but no good SOTM."
KO,294,R3,7769,C,56,TRUE,FALSE,17,6,3,7,7,No,FALSE,1,4,NA,No Card,NA
JB,295,B1,6487,M,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,5,No Card,.
ADK,295,B2,11244,F,5,FALSE,FALSE,1,0,2,0,0,No,FALSE,NA,1,NA,No Card,"Could not shoot, slow adaptation, ok defense"
AD,295,B3,1391,C,34,TRUE,FALSE,20,4,2,7,0,No,FALSE,126,4,NA,No Card,UwU
BP2,295,R1,3243,F,NA,FALSE,FALSE,0,8,0,2,3,No,FALSE,16,2,NA,No Card,Fish
LJ,295,R2,3501,M,4,TRUE,FALSE,11,0,8,5,1,No,FALSE,16,4,NA,No Card,"Steady cycler from mid to far range. Spent most of active period cleaning up AZ, a lot of passing was from close to AZ."
RY,295,R3,1768,C,5,TRUE,FALSE,20,9,3,12,0,No,FALSE,16,4,NA,No Card,"Got defended but worked around it. Really good dumper, fast bps. Constantly passing during inactive"
JB,296,B1,9572,M,3,FALSE,FALSE,3,7,0,6,7,No,FALSE,61,4,NA,No Card,Idk driving was good
ADK,296,B2,2491,F,6,TRUE,FALSE,9,0,11,4,3,No,FALSE,14,2,NA,No Card,NA
AD,296,B3,2635,M,NA,FALSE,FALSE,1,0,2,1,3,No,FALSE,NA,2,6,No Card,Kind of just sat in AZ
BP2,296,R1,2231,F,4,FALSE,FALSE,15,5,3,7,2,No,FALSE,1,1,NA,No Card,Very fish
LJ,296,R2,4469,C,5,TRUE,FALSE,12,10,10,5,7,No,FALSE,136,5,NA,No Card,"First auto swipe got a tech foul for crossing center line, passed from close to AZ. Short from mid close range and spent most of active cycling. Only stole once."
FL,296,R3,5577,M,NA,FALSE,FALSE,6,6,0,0,5,No,FALSE,4,3,NA,No Card,1 major and not that great of defense
JB,297,B1,2393,M,NA,FALSE,FALSE,5,3,1,1,7,No,FALSE,1,2,NA,No Card,"Bad passing shooter was like. Rome or something, slow shooter"
ADK,297,B2,4087,M,3,FALSE,FALSE,12,5,3,0,0,No,FALSE,54,4,NA,No Card,Good defense
AD,297,B3,364,F,5,FALSE,FALSE,15,13,3,5,4,No,FALSE,136,4,NA,No Card,"Agitation with hopper retraction is not that good, slowed down bps"
BP2,297,R1,11214,M,NA,FALSE,FALSE,0,4,1,1,7,No,FALSE,2,3,NA,No Card,Not very fish
LJ,297,R2,1816,F,3,FALSE,FALSE,9,5,2,3,7,No,FALSE,136,4,NA,No Card,"Some full field passing, some pass on the move, intake struggled to fill hopper fully.  Occasionally undershot,"
FL,297,R3,1023,C,5,FALSE,FALSE,12,4,4,5,2,No,FALSE,526,4,NA,No Card,Did okay slow shooter and got defended kinda easily
JB,298,B1,7840,F,5,FALSE,FALSE,12,8,0,6,7,No,FALSE,1,3,NA,No Card,"Shooter broke in end game, didn41391t shoot for 30 sec"
ADK,298,B2,6201,M,1,FALSE,FALSE,5,2,2,0,0,No,FALSE,4,2,NA,No Card,NA
AD,298,B3,3753,C,3,FALSE,FALSE,10,8,0,6,5,No,FALSE,613,4,NA,No Card,NA
BP2,298,R1,7183,M,NA,FALSE,FALSE,0,6,0,2,2,No,FALSE,NA,2,NA,No Card,Fish
LJ,298,R2,8229,C,5,TRUE,FALSE,18,5,5,5,8,No,FALSE,163,4,NA,No Card,"Tendency to look for fuel in AZ first, floundered a little bit before going to cycle when starved. Lots of tower shots towards end of match after they overshot an entire cycle. Passed from middle of NZ ish"
FL,298,R3,7915,F,3,TRUE,FALSE,8,6,3,1,7,No,FALSE,156,2,NA,No Card,Kinda scooting around
JB,299,B1,2468,C,3,TRUE,FALSE,18,9,2,9,8,No,FALSE,36,4,NA,No Card,NA
ADK,299,B2,10991,NA,NA,FALSE,FALSE,0,3,0,1,7,No,FALSE,1,2,NA,No Card,Shoot preload in auto
AD,299,B3,3544,F,5,FALSE,FALSE,9,14,1,4,0,No,FALSE,263,3,NA,No Card,Died briefly then came back
BP2,299,R1,2582,M,1,FALSE,FALSE,10,5,2,1,8,No,FALSE,NA,2,NA,No Card,Not very fish
LJ,299,R2,5913,F,3,TRUE,FALSE,19,5,5,5,1,No,FALSE,1326,5,NA,No Card,"Intake broke with about 30 seconds left, played some tough NZ defense for like 5 seconds. Can pass from middle of NZ, flexible in cycling or cleaning up AZ."
BP2,299,R3,614,C,6,TRUE,FALSE,9,0,1,2,8,L1,TRUE,4,3,NA,No Card,Driver smashed intake so they played d
JB,300,B1,6429,M,NA,FALSE,FALSE,0,8,1,0,0,No,FALSE,452,3,NA,No Card,"Shooter no work, perms defense and herding, defense was average"
ADK,300,B2,111,C,4,TRUE,FALSE,13,0,10,6,3,No,FALSE,16,3,NA,No Card,NA
AD,300,B3,4450,F,5,FALSE,FALSE,16,3,3,4,3,No,FALSE,126,4,NA,No Card,"Had some connectivity issues, kept disconnected and reconnected mid match"
RY,300,R1,484,C,5,TRUE,FALSE,19,7,2,8,0,No,FALSE,12,4,NA,No Card,Has this technique during teleop where they go out to neutral. very shortly by trenc.  and does a trenchshot rightafter. They repeat it like six times during one period.
Rs,300,R2,7415,M,41,TRUE,FALSE,9,0,8,5,5,No,FALSE,6,3,NA,No Card,Tipsy but didn41391t fall.
BP2,300,R3,51,F,3,FALSE,FALSE,5,1,0,3,7,No,FALSE,NA,4,NA,No Card,Hopper got caught on trench and broke intake and hopper
JB,301,B1,6665,M,NA,FALSE,FALSE,0,6,2,0,0,No,FALSE,54,3,NA,No Card,Defense entire time
ADK,301,B2,3082,M,NA,FALSE,FALSE,0,7,0,0,0,No,FALSE,45,3,NA,No Card,Did not intake nor shoot a single ball
AD,301,B3,2556,F,56,TRUE,FALSE,10,3,4,7,5,No,FALSE,6,4,NA,No Card,"Died on bump, came back"
RY,301,R1,3931,C,5,TRUE,FALSE,12,5,1,5,7,No,FALSE,16,5,NA,No Card,Nothing wrong
Rs,301,R2,4655,F,34,TRUE,FALSE,10,4,3,5,4,No,FALSE,1,4,NA,No Card,Broken intake.
FL,301,R3,2813,M,NA,FALSE,FALSE,0,4,2,0,2,No,FALSE,5,4,NA,No Card,Kinda mogged. 3082 with def very good def overall but barely scored at all
JB,302,B1,1690,C,3,TRUE,FALSE,18,5,2,8,8,No,FALSE,1356,5,NA,No Card,Orbit is orbit
BH,302,B2,11417,M,NA,FALSE,FALSE,3,1,2,0,2,No,FALSE,4,2,NA,No Card,Played D
AD,302,B3,449,F,56,TRUE,FALSE,0,1,1,0,0,No,FALSE,25,4,NA,No Card,Did not expand hopper
RY,302,R1,6911,F,3,FALSE,FALSE,10,10,0,3,6,No,FALSE,NA,4,NA,No Card,Solid
Rs,302,R2,10034,M,1,FALSE,FALSE,3,0,4,3,2,No,FALSE,NA,2,7,No Card,NA
FL,302,R3,5181,C,5,TRUE,FALSE,9,1,1,0,0,No,FALSE,413,3,NA,No Card,Kind of ineffective def but yknow its orbit soooo
MC,303,B1,4766,F,NA,FALSE,FALSE,10,3,3,6,3,No,FALSE,26,4,NA,No Card,Bps about same as us
ADK,303,B2,9496,C,5,TRUE,FALSE,20,3,11,6,2,No,FALSE,46,2,NA,No Card,NA
AD,303,B3,2590,C,34,TRUE,FALSE,10,3,7,5,4,No,FALSE,62,4,NA,No Card,NA
BP2,303,R2,4322,C,5,FALSE,FALSE,0,10,0,2,0,No,FALSE,NA,1,2,No Card,Not so fish
FL,303,R3,8858,M,12,FALSE,FALSE,7,7,1,3,6,No,FALSE,31,3,NA,No Card,Did some alright defense but kind of mid
MC,304,B1,4125,C,5,FALSE,FALSE,4,3,2,0,0,No,FALSE,4,3,NA,No Card,Played defense
ADK,304,B2,5705,M,NA,FALSE,FALSE,0,4,0,1,2,No,FALSE,NA,1,NA,No Card,"Low accuracy, slow driving and shooting"
AD,304,B3,931,M,NA,FALSE,FALSE,5,0,8,3,8,No,FALSE,6,3,NA,No Card,Climbed in auto
RY,304,R1,11242,NA,NA,FALSE,FALSE,0,0,4,0,0,No,FALSE,2,1,NA,No Card,"Broken auto, had trouble moving, couldn41391t intake"
FL,304,R3,4607,C,5,FALSE,FALSE,9,13,3,6,2,No,FALSE,4632,4,NA,No Card,Effective defense good scoring as well
NS,305,B1,1816,F,1,FALSE,FALSE,5,3,1,3,0,No,FALSE,NA,3,NA,No Card,"Began moving very slowly, diddled around in AZ for the rest of the match"
ADK,305,B2,6985,C,4,TRUE,FALSE,3,0,8,1,2,No,FALSE,4,1,2,No Card,"Ineffective defense, slow shooting speed"
AD,305,B3,4020,F,5,FALSE,FALSE,10,4,8,7,3,No,FALSE,216,4,NA,No Card,Mr reaaaalll bad man
RY,305,R1,16,M,NA,FALSE,FALSE,0,5,7,5,4,No,FALSE,1,3,NA,No Card,No auto
CR,305,R2,3937,F,34,TRUE,FALSE,15,7,3,5,0,No,FALSE,31,4,NA,No Card,Shoot on the move while intaking
BP,305,R3,5895,C,5,TRUE,FALSE,16,6,6,5,3,No,FALSE,61,2,3,No Card,NA
NS,306,B1,11214,M,NA,FALSE,FALSE,4,5,0,0,6,No,FALSE,42,2,NA,No Card,Rammed the other opponents
ADK,306,B2,9572,M,3,TRUE,FALSE,18,7,7,6,2,No,FALSE,16,2,NA,No Card,"Didn41391t react well to defense, drive ok otherwise"
AD,306,B3,7769,F,56,TRUE,FALSE,20,6,6,6,0,No,FALSE,2136,5,NA,No Card,NA
RY,306,R1,6528,M,NA,FALSE,FALSE,0,2,0,0,0,No,FALSE,4,1,1,No Card,No intake ability and no auto
CR,306,R2,1403,C,5,FALSE,FALSE,12,6,4,4,0,No,FALSE,13,4,NA,No Card,N/A
BP,306,R3,1768,F,3,TRUE,FALSE,20,7,3,8,5,No,FALSE,136,5,NA,No Card,"Insane bps, hopper gone in an instant"
NS,307,B1,4469,F,5,TRUE,FALSE,20,4,2,7,0,No,FALSE,6,3,NA,No Card,NA
ADK,307,B2,3544,C,3,FALSE,FALSE,2,3,0,0,5,No,FALSE,54,3,6,No Card,Tried defense
AD,307,B3,8069,M,NA,FALSE,FALSE,2,6,2,2,2,No,FALSE,346,4,NA,No Card,the REAALLLLL bad man is back at it
LJ,307,R1,2054,C,62,TRUE,FALSE,12,0,4,1,6,No,FALSE,16,3,1,No Card,"Stopped moving from 45 seconds to about 15 seconds, RSL still on. Pass while moving from anywhere in NZ and slow SOTM cleaning up corner. Probably has single digit bps"
CR,307,R2,7183,M,NA,FALSE,FALSE,0,11,1,4,0,No,FALSE,NA,2,NA,No Card,They constantly got in the way of their teamates
BP,307,R3,3501,F,4,TRUE,FALSE,8,0,6,4,6,No,FALSE,16,2,34,No Card,Easily defendable on bump
ADK,308,B2,2231,F,51,TRUE,FALSE,6,3,3,3,8,No,FALSE,261,4,NA,No Card,Shoot on fly & phenomenal auto
AD,308,B3,6201,M,1,FALSE,FALSE,7,3,2,0,0,No,FALSE,4,4,NA,No Card,Really good Oz defense
LJ,308,R1,2468,F,3,TRUE,FALSE,10,13,1,5,4,No,FALSE,136,5,NA,No Card,"Auto was short returning to NZ over bump. Full field passing. and passing from NZ, cached lots of fuel for end game. Maybehad battery issues in last five seconds. Also lots of trench shots in response to defense, got at evading."
CR,308,R2,484,C,56,TRUE,FALSE,5,3,3,4,0,No,FALSE,1,3,NA,No Card,Low bps
BP,308,R3,7840,M,NA,FALSE,FALSE,2,4,0,0,0,No,FALSE,213,2,NA,No Card,Good feeding and herding
ADK,309,B2,7915,M,3,TRUE,FALSE,4,1,10,3,7,No,FALSE,6,2,2,No Card,"Slow intake, ineffective during inactive"
Ad,309,B3,4450,F,5,FALSE,FALSE,16,5,3,3,8,No,FALSE,621,4,NA,No Card,"In this. match and the last match, shooter seemedinconsistent when around 1/2. capacity"
LJ,309,R1,2813,F,3,TRUE,FALSE,20,5,3,7,8,No,FALSE,16,4,NA,No Card,"Struggled heavily against defense, lots of missed hoppers from ramming and being turned. Still fit under trench when overfilled."
CR,309,R2,1023,C,5,FALSE,FALSE,1,3,2,4,0,No,FALSE,1,4,NA,No Card,N/A
BP,309,R3,11244,M,2,FALSE,FALSE,3,7,1,1,5,No,FALSE,213,2,6,No Card,"They unintaked a lot, no defense, should be used to shovel to our AZ"
AW,310,B1,11417,C,NA,FALSE,FALSE,0,0,4,0,0,No,FALSE,4,2,41,No Card,Played some pretty bad defense
ADK,310,B2,10034,M,1,FALSE,FALSE,4,0,4,0,0,No,FALSE,NA,1,1,No Card,Intake broke amid drive issues
AD,310,B3,8119,F,5,FALSE,FALSE,10,10,4,4,9,No,FALSE,1436,4,NA,No Card,Intake ramp was broken off
CR,310,R2,2491,M,6,TRUE,FALSE,17,0,10,7,0,No,FALSE,635,5,NA,No Card,"Very low cycle time, huge hopper, top plate fell off"
BP,310,R3,7415,F,41,TRUE,FALSE,16,0,10,3,5,No,FALSE,26,3,4,No Card,"Got stuck on bump on another bot, but good thievery"
AW,311,B1,3082,C,3,FALSE,FALSE,0,2,1,0,0,No,FALSE,43,4,7,No Card,Played some pretty effective defense
ADK,311,B2,5577,M,NA,FALSE,FALSE,0,3,0,2,0,No,FALSE,1,2,1,No Card,"Shot in auto no move, slow shooter, died twice, small hopper"
AD,311,B3,364,F,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,5,No Card,NA
LJ,311,R1,10991,M,NA,FALSE,FALSE,2,5,1,0,0,No,FALSE,26,2,NA,No Card,"Auto routine backed off. from hub then drove back towardshub. Small hopper with open top, poor piece security. Played some counter defense without much success, opponent was still able to ram and block"
CR,311,R2,8159,F,3,FALSE,FALSE,15,6,2,2,0,No,FALSE,31,3,NA,No Card,N/A
BP,311,R3,3243,C,5,FALSE,FALSE,5,10,0,2,6,No,FALSE,6,1,NA,No Card,Didn41391t a stop when shooting from the NZ
AW,312,B1,6911,M,1,FALSE,FALSE,5,9,1,5,0,No,FALSE,361,4,NA,No Card,Turret shot in the wrong direction a couple of times
ADK,312,B2,4607,M,3,FALSE,FALSE,5,3,6,3,0,No,FALSE,56,2,NA,No Card,"Inaccurate shooting, unhelpful to alliance during inactive, small hopper"
AD,312,B3,1756,F,5,FALSE,FALSE,17,4,4,1,6,No,FALSE,4,4,NA,No Card,Intake very floppy
LJ,312,R1,1391,M,2,FALSE,FALSE,1,8,0,4,8,No,FALSE,316,3,NA,No Card,"Struggled. against defense, was pushed and blocked easily. Likes near hub shots and cleaning upAZ"
CR,312,R2,614,F,4,TRUE,FALSE,5,0,6,2,0,No,FALSE,13,1,2,No Card,Bump only
AW,313,B1,2556,C,34,TRUE,FALSE,6,4,4,3,4,No,FALSE,63,3,NA,No Card,NA
ADK,313,B2,4766,M,1,FALSE,FALSE,5,3,3,4,5,No,FALSE,62,4,NA,No Card,NA
AD,313,B3,2393,F,56,FALSE,FALSE,10,4,2,4,6,No,FALSE,61,3,6,No Card,NA
LJ,313,R1,449,F,3,TRUE,FALSE,12,9,5,6,9,No,FALSE,136,5,NA,No Card,"Cycled and filled well, missed a lot of shots, maybe because of distance."
CR,313,R2,5913,C,56,TRUE,FALSE,0,4,5,4,0,No,FALSE,NA,1,1,No Card,"Missed every shot in auto, then died"
BP,313,R3,931,M,NA,FALSE,FALSE,2,0,5,2,6,No,FALSE,6,3,NA,No Card,Auto climb
AW,314,B1,10980,C,34,TRUE,FALSE,10,2,6,3,0,No,FALSE,61,3,NA,No Card,Not always the most accurate
ADK,314,B2,3753,M,2,FALSE,FALSE,1,5,0,1,4,No,FALSE,5,2,NA,No Card,Played defense throughout
AD,314,B3,1506,F,NA,FALSE,FALSE,0,4,4,5,7,No,FALSE,3416,4,2,No Card,Beache in auto
